rec_id,uni_id,uni_name,dept_id,dept_name,description,rec_url,date_created,date_modified,user_rating,tags,rec_content
21,1,Loyola University Chicago,0,null,Allied health career community profile,https://www.luc.edu/career/exploration/careercommunities/alliedhealthcareercommunityprofile/,"Sept 6, 2037","July 26, 2025",,"advising, healthcare, career_community","Allied Health Career Community Profile
Allied and Public Health
The Allied and Public Health Career Community is for students who are interested in working in healthcare, both directly with patients and indirectly as part of healthcare systems. Students in this career community share a desire to improve access to healthcare for all patients.  

Sample Careers: Health Educator, Optometrist, Clinical Coordinator, Athletic Trainer, Occupational Therapist, Community Communication Liaison, Physical Therapist  

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Maren Morrison (she/her) Contact: mmorrison12@luc.edu  
Schedule a meeting in Handshake    
A little about Maren: 

Best career advice you received or best advice for students
You never know where something might lead; if you find yourself interested in something, especially if you haven’t done it before, don’t be afraid to say ‘yes’ and explore!  

College major
history and geography (double major)

First job outside of college
Program Assistant, UW-Madison School of Education Dean’s Office  

 Ready to join the Allied Health and Public Health Community? Log in to your Handshake account and follow these simple steps! "
22,1,Loyola University Chicago,0,null,"Natural science, research, and sustainability career community profile",https://www.luc.edu/career/exploration/careercommunities/naturalscienceresearchandsustainabilitycareercommunityprofile/,"Sept 6, 2038","July 27, 2025",,"natural_science, research, career_community","Natural Science, Research, and Sustainability Career Community Profile
Natural Science, Research, and Sustainability Career Community
The Natural Science, Research, and Sustainability Career Community is for students who are interested in working in STEM-focused fields. Students in this career community share a passion for analytics, research, and helping to improve the world around them.  

 Sample Careers: Environmental Scientist, Research Assistant, Technical Writer, Conservation Scientist, Biological Technician, Chemists and Materials Scientists, Astronomer, Postsecondary Teaching, Biochemist, Biophysicist, Land Preservation, GIS Analyst

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Anna Goldberg (She/her) Contact:  agoldberg3@luc.edu
Schedule a meeting in Handshake    
A little about Anna:

Best career advice you received or best advice for students
Take things one step at a time! It’s best to break the job/internship search down into small, actionable goals. Lean on others for support when you’re struggling.  

College major
Marketing

First job outside of college
Internship & Employment Coordinator at Lake Land College in Mattoon, IL 

  

Ready to join the Natural Science, Research, and Sustainability community? Log in to your Handshake account and follow these simple steps! "
23,1,Loyola University Chicago,0,null,Pre-medicine career community,https://www.luc.edu/career/exploration/careercommunities/pre-medicinecareercommunity/,"Sept 6, 2039","July 28, 2025",,"pre_medicine, pre_med, career_community","Pre-Medicine Career Community
The Pre-Medicine Career Community offers assistance to Loyola's undergraduate and post-baccalaureate students interested in pursuing medical school, dental school, and other health professional schools. 

Our team provides a variety of services for students to guide them as they consider their readiness to apply for health professional school, prepare their candidacies, and submit medical and other health professional school applications. 

Sample Careers: Medicine (allopathic and osteopathic), Dentistry, Podiatry, Veterinary, Optometry, Physician’s Assistant, and Pharmacy 

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisors: 

Meg Sieberg, MSW (She/her) Contact: msieberg@luc.edu

Jim Johnson, PhD (He/him) Contact: jjohnso@luc.edu

Hannah Rosenblatt, MSW (She/her) Contact: hrosenblatt@luc.edu

Schedule a meeting in Handshake    

Best career advice you received or best advice for students
Meg: Career is a journey, not a destination. Keep moving forward even without knowing exactly where you will end up. 

Jim: Based on Fr. Himes’ “Three Key Questions” it can be helpful to keep these ideas in mind when thinking about a vocation: 1) Does it give you joy? 2) Are you good at it? 3) Does the world need it? 

 

 

 

 

College major
Meg: Communications 

Jim: Psychology and Sociology 

Hannah: Spanish  

First job outside of college
Meg: Northwestern University Public Interest Program Fellow at the North Lawndale Community Newspaper  

Jim: Athletic Director, Winnetka Community House  

 

  

Ready to join the Pre-Medicine community? Log in to your Handshake account and follow these simple steps! 

 "
24,1,Loyola University Chicago,0,null,"Arts, culture and media career community profile",https://www.luc.edu/career/exploration/careercommunities/artsculturemediacareercommunityprofile/,"Sept 6, 2040","July 29, 2025",,"arts, culture, media, career_community, advising","Arts, Culture & Media Career Community Profile
Arts, Culture & Media Career Community
Arts, Culture, & Media careers focus on the creation, preservation, and communication of ideas and content. Opportunities in these fields are wide-ranging and their work results in physical spaces decided to history and culture, as well as the print, traditional, and digital media we interact with in our everyday lives. These careers typically require a blend of creativity, specialization in one or more types of media, and a strong understanding of both cultural context and audience engagement.

Sample Careers: Editor, Curator, Writer, Graphic Designer, Journalist, Archivist, Photographer, Artistic Director, Librarian, Social Media Manager, Sound Engineer, Videographer, Event Coordinator, Brand Manager, Production Coordinator 

Check out the Arts, Culture, & Media Community Resource on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Ashley Meczywor (she/her) Contact: ameczywor@luc.edu 
Schedule a meeting in Handshake    
A little about Ashley:

Best career advice you received or best advice for students
Career development is exciting for many of the same reasons it can be stressful: there are so many choices, decisions, and possibilities. You don’t have to have it all figured out right away. Take it one step at a time.

College major
Theatre and Psychology (double major)

First job outside of college
I worked part-time for the summer in my local theatre company before I moved to Vermont to start a full-time position as a college admissions counselor. I spent the fall traveling to high schools all over the Northeast, helping students navigate the college financial aid and enrollment processes. In the spring I read admissions applications, processed decisions, and helped welcome new students to campus!

Ready to join the Arts, Culture, & Media community? Log in to your Handshake account and follow these simple steps! "
25,1,Loyola University Chicago,0,null,"Law, policy and government career community profile",https://www.luc.edu/career/exploration/careercommunities/lawpolicygovernmentcareercommunityprofile/,"Sept 6, 2041","July 30, 2025",,"law, public_policy, policy, government, advising, politics, career_community","Law, Policy & Government Career Community Profile
Law, Policy and Government Career Community
The Law, Policy & Government career community is a space to explore and validate your career interests, whether you are interested in running for office, working for the government, or attending law school to become an attorney. Law, policy and government all intersect with pretty much any career you could imagine, given that we create laws and policies on every topic and the government oversees their implementation. This career community is strongly defined by the value of service rooted in justice through the mechanisms of the legal and political world. 

Sample Careers: Lawyer, Legislator, Judicial Law Clerk, Judge, Detective/Criminal Investigator, Political Scientist, Court Reporter, Environmental Compliance Inspector, Intelligence Analyst, Probation Officer, Urban and Regional Planner, Paralegal/Legal Assistant, Emergency Management Director, Regulatory Affairs Specialist 

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Emily Mattson (She/her) Contact: emattson@luc.edu 
Schedule a meeting in Handshake    
A little about Emily:

Best career advice you received or best advice for students
The best career advice I can offer students is to move forward on your journey one step at a time. You do not need to have every piece of your career figured out in your twenties, thirties, forties, or even fifties. Welcome change, even when it is tough, and know that you’re not alone—Career Services is here for you! 

College major
BA in Social Work 

First job outside of college
Interpersonal Violence Prevention Coordinator

  

Ready to join the Law, Policy & Government community? Log in to your Handshake account and follow these simple steps! "
26,1,Loyola University Chicago,0,null,"Social services, education, and nonprofit career community",https://www.luc.edu/career/exploration/careercommunities/socialserviceseducationandnonprofitcareercommunity/,"Sept 6, 2042","July 31, 2025",,"nonprofit, social_services, advising, career_community, education, behavioral_health","Social Services, Education, and Nonprofit Career Community
This community is for students interested in pursuing careers in social services including social work, mental health and counseling; in education (teachers of all grades and careers in higher education); and careers in the nonprofit sector. Nonprofit careers can span all industries and tend to be mission-driven. Many who work in the nonprofit sector are hoping to improve the lives of others and the world we live in.  

 Sample Careers: Case Manager, Therapist/Counselor, Community Support Specialist, Behavioral Health Technician, Victim Advocate 

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Catherine Archer (She/her) Contact:  carcher@luc.edu
Schedule a meeting in Handshake    
A little about Catherine:

Best career advice you received or best advice for students
Answering the call to work in the helping professions is a powerful and fulfilling thing, and it’s so important to find work that is meaningful - while still “filling your cup” - and sustainable.  Take care of yourself and find a workplace that takes care of its staff.  This is the recipe for staving off burn-out.

 

 

 

College major
Psychology B.S. with a Minor in Women’s Studies, and a Masters in Counseling Psychology 

First job outside of college
 Qualified Mental Health Practitioner providing psychiatric rehabilitation to nursing home residents with severe mental illness.

  

Ready to join the Social Services, Education, and Nonprofit community? Log in to your Handshake account and follow these simple steps! "
27,1,Loyola University Chicago,0,null,Graduate (master's) career community,https://www.luc.edu/career/exploration/careercommunities/graduatemasterscareercommunity/,"Sept 6, 2043","August 1, 2025",,"graduate_students, masters_students, career_community, advising","Graduate (Master's) Career Community
The Master’s community provides guidance and resources for those degree-seeking Master’s students in the following areas: TGS (The Graduate School), School of Education, School of Social Work, IPS (Institute of Pastoral Studies), Niehoff-Parkinson and other communities that fall within the Master’s programs. We offer resume reviews, mock interviews, career guidance, and workshops geared towards the needs of Master’s students.

Sample Careers: Social Worker, Educator, GIS Analyst, Librarian, Data Analyst, Case Worker, Chaplain, Academic Advisor, Copywriter, Software Systems Engineer, Digital Archivist, Project Manager, IT Support Specialist

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Dori L. White (She/her)  Contact: dwhite11@luc.edu

Schedule a meeting in Handshake    

A little about Dori: 

Best career advice you received or best advice for students
Your career journey is not linear, do not be discouraged by hurdles or bumps in the road, use those as checkpoints for your goals and dreams. 

 

 

 

College major
 Counseling Psychology (Masters) Anthropology/English Minor (Bachelors)

 

First job outside of college
Customer Service at Planet Fitness

 

  

Ready to join the Graduate (Master's) Career Community? Log in to your Handshake account and follow these simple steps! "
28,1,Loyola University Chicago,2,Quinlan School of Business,Quinlan mba and ms career community,https://www.luc.edu/career/exploration/careercommunities/quinlanmbaandmscareercommunity/,"Sept 6, 2044","August 2, 2025",,"mba_students, graduate_students, career_community, advising, business","Quinlan MBA and MS Career Community  
There are many career opportunities across sectors and industries to apply business and other interdisciplinary knowledge, skills, and experiences in global and local organizations. As individuals advance, manage and transition in their business and leadership roles, the Quinlan MBA and MS Career Community can help you access career advising services and resources, engage with other Loyola students, alumni, mentors, employers, faculty and staff as you set career goals, network and navigate through your individual career progression plan.  

Sample Careers: Business Analyst, Analyst, Business Operations Specialist, Business Consultant, Financial Manager, Operational Manager, Management Analyst, Digital Marketing Manager, Sustainability Specialist, Business Intelligence Analyst, Data Scientist, Program Administrator, Project Manager, Human Resources Associate/Manager, Supply Chain Associate/Manager, Financial Analyst, Audit Associate, Senior Associate, Tax Associate, Senior Associate, Information Systems Manager, Business Systems Analyst, Information Data Specialist, Material Requirements Planning Manager, Solution Design and Analysis Manager. 

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Julie Sells (She/her) Contact: jsells@luc.edu

Schedule a meeting in Handshake    

A little about Julie:

Best career advice you received or best advice for students
Keeping your values top-of-mind, along with your interests, skills and knowledge, may also help guide your career decision-making. Consider organizational, and industry culture as well.

 

 

 

 

College major
Bachelor of Science in Occupational Therapy 

 

First job outside of college
Occupational Therapist 

  

Ready to join the Quinlan MBA and MS Career Community? Log in to your Handshake account and follow these simple steps! 

 "
29,1,Loyola University Chicago,0,null,Career and identity,https://www.luc.edu/career/exploration/careerandidentity/,"Sept 6, 2045","August 3, 2025",,"identity, alumni, career_community, negotiaton, diversity, equity, inclusion, dei, aapi, black, african_american, lgbt, inclusion, non_traditional, hispanic, latino, latina, latinx, native_peoples, disability, mental_health, daca, undocumented_status, veterans, women","Career and Identity
Career Services is committed to serving a diverse network of students and alumni. We recognize many barriers exist and are committed to helping students embrace their identities (including their multiple, intersecting identities) as they navigate the lifelong process of career exploration and development.

Resources for specific populations and affinity groups are outlined below but represent just a sample of what is available online. Be sure to also explore our other career resource tools such as our job guides, videos, career exploration tools, and salary research tools.

Allies are encouraged to educate themselves on the identity-related career barriers that currently exist and actively engage throughout their careers to dismantle these barriers and promote diversity, equity, and inclusion in the world of work.

Want to speak with someone about these tools and/or your individual needs and goals? Schedule an appointment through Handshake. 

We welcome your feedback and suggested additions to this page through this anonymous form.

Affinity Group Career Resources
Resources for All: Your Rights, Advocacy & Leadership, Self-care, Salary Negotiation, Vetting Employers for DEI
Know Your Rights – Discrimination, Harassment, and Other Legal Topics

Chicago Federal Executive Board - for resources relating to all forms of discrimination
U.S. Equal Opportunity Employment Commission - for resources related to various forms of harassment
Workplace Fairness – Provides comprehensive and accessible “know your rights” information
Illegal Interview Questions/5 Illegal Interview Questions – and what to do if you're asked them
Advocacy & Leadership

LUC's Multicultural Greek Council - A governing body that seeks to maintain high standards in the life of culturally-based Fraternities and Sororities
Minority Business Development Agency - Promotes the growth of minority-owned businesses through public and private sector programs, policy, and research
Self-care

How to Survive in a Mostly White Workplace
4 Self-Care Practices For When Working as a Woman of Color Has Got You Down
Self-Care - when we listen to our bodies, hearts, minds, and listen to input from trusted friends, we can find resiliency and renew our lives and work
Self-Care Strategies - self care as social justice, in life as well as work settings
Counseling through Loyola's Wellness Center (for current students)
Salary Negotiation

Salary Research Tools – this page offers a variety of tools and resources for determining cost of living, average wages, and employment trends
Glassdoor - Do Race & Gender Play a Role in Salary Negotiation?
PayScale.com Salary Negotiation Guide – career and finance experts answer questions about salary negotiation
Finding & Identifying Employers Committed to Diversity, Equity, & Inclusion

Diversity.com - Source for diversity jobs
Diversity Inc - Shares lists of the top diverse employers, job opportunities, and articles about promoting diversity in the workplace
Diversity Employers - Large database of equal opportunity employers committed to workplace diversity
Employ Diversity - Connects candidates with companies that are committed to diversity and inclusion
10 Interview Questions to Evaluate if a Company is Really Inclusive
Asian American and Pacific Islander
External Resources

Asian Career Network - Career opportunities with companies seeking talented Asian American Professionals
Asian-Jobs.com - Job board for bilinguals who speak English and Asian languages
IM Diversity Asian American Resources - The latest news and trends for Asian Americans in the workforce and in college
NAAAP - Professional networking and career resources for individuals of Asian descent
Anti-Asian Discrimination in the Workplace
Workplace Rights Related to Coronavirus Scapegoating
The Wage Gap: AA & PI Women
Internal Resources

LUC's Delta Phi Lambda - Asian interest sorority, promoting multiculturalism with an emphasis on Asian awareness, community service, leadership development
LUC's Lambda Phi Epsilon - Asian-American interest international fraternity
Black & African-American
External Resources

Black Enterprise - Premier business, investing, and wealth-building resource for African Americans
The Black Perspective - Resources and career connections to promote diversity and inclusion in America's employment and education
Black EOE Journal - African American employment opportunities and career training programs
IM Diversity African American Resources - The latest news and trends for African Americans in the workforce and in college
National Urban League - Career connections and resources for African Americans
Navigating Racial Microaggressions
Equal Employement Opportunity Commission - Resources related to Race/Color Discrimination
21 African American Professional Groups
Black Career Women's Network
Professional Women of Color Network
Communities, Organizations, & Mental Health Resources for Black Professionals
Internal Resources

LUC's Black Cultural Center - Supporting academic excellence, professional development, social engagement, and community to uplift, encourage, and be a safe-haven for students of color, specifically targeting Black-identified students
LGBTQIA+
External Resources

Most LGBTQ+ Friendly Companies - See who goes above and beond PRIDE month marketing and how they support this community
Out and Equal - Dedicated to creating safe and equitable workplaces for the LGBT community
Pride At Work - Labor/union resource/LGBT constituency group of the AFL-CIO
Zippia LGBTQ Workplace Resource Guide - Information for navigating the corporate landscape as a member of the LGBTQ+ community
LGBTQIA+ Specific Anti-Discrimination Laws
Non-Binary Interview Attire
Internal Resources

LUC's Rainbow Connection - Campus organization that providing a safe place for LGBTQIA students, faculty, and staff
LUC's PRISM - Student organization that advocates for the social/political presence of Queer and/or Trans People of Color on campus
Non-Traditional Student/Alumni
AARP Job Board - Job board, articles, employer profiles for workers over 50 years old
Cogenerate - Nonprofit that promotes intergenerational connections and collaboration
Association for Nontraditional Students in Higher Education
What’s Next - Career resources and articles for career changers
Workforce50 - Jobs for older workers, resources for mid-life career change
Equal Employment Opportunity Commission - for resources related to age discrimination
Hispanic/Latino/Latina/LatinX Career Development and Leadership Opportunities
Hispanic Alliance for Career Enhancement - National organization dedicated to the employment, development, and advancement of Latino professionals
iHispano - Professional network for Latinos that is far more engaging and welcoming than a typical job board
LatPro - Matches prospective Hispanic and bilingual candidates with employers from across the professional spectrum
Association of Latino Professionals for America - Premier organization for professional and students in business, finance, accounting, and related professions
Hispanic Association of Colleges and Universities - Benefitting young Hispanics with internships, scholarships, college retention, and career development
22 Companies with Standout Initiatives to Support Their Hispanic and Latinx Employees
Internal Resources

LUC's Alpha Psi Lambda - Coed Latino Fraternity with strong focus on promoting diversity, unity, and academic achievement
Native Peoples
IM Diversity Native American Resources - The latest news and trends for Native Americans in the workforce and in college
National Congress of American Indians - Career opportunities with Native American employers and/or employers seeking Native American Applicants
NativeAmericanJobs.com - Career connections and resources for Native Americans
Native American Program Finder - Tool to locate local organizations that provide Indian and Native American Program employment and training services
USA Jobs - Information on government jobs for Native American individuals
National Congress of American Indians - Career opportunities with Native American employers and/or employers seeking Native American Applicants
Division of Indian and Native American Programs - employment and training services for low income and unemployed American Indians, Alaska Natives and Native Hawaiians
Barriers Facing Native Americans in Career
Persons with Disabilities and/or Mental Health Conditions
Job Boards

Ability Jobs - Career opportunities with employers committed to hiring people with disabilities
Getting Hired - Dedicated job listings for persons with disabilities
BestColleges.com - Career guide for students with disabilities
Other Resources

Disability.gov - Comprehensive information on federal programs/services
Requesting a Reasonable Accommodation
Disabilityworks - Illinois disability resources
Job Accommodation Network - Free consulting and resources on job accommodation for job-seekers, employees, and employers
Job Interview Kit from Autism Speaks
Depression, PTSD, & Other Mental Health Conditions in the Workplace
Mental Health Conditions and the ADA
Resume and Employment Guide for People with Disabilities
Internal Resources

We Are Able LUC - raises aware for people with disabilities, teaches proper etiquette for interaction with people with disabilities, and address accessibility issues
Loyola Student Accessibility Center
People with DACA or Undocumented Status
Rights, Guides, and Information

Alternative Income and Career Options for Undocumented Students
Life After College: A Guide for Undocumented Students
Immigrants Rising (formerly E4FC)
My Undocumented Life
OnlineColleges - College help for undocumented students
Groups and Organizations

Pre-Health Dreamers - provides information on career pathways for pre-health undocumented students and advocates for policy changes
United We Dream - Immigrant youth-led organization that organizes and advocates to support undocumented individuals
UndocuBlack Network
National Korean American Service & Education Consortium
Internal Resources

LUC Student Diversity & Multicultural Affairs - Resources for undocumented students
Veterans
Career Services has identified a number of external websites for veterans that may be of help to you in your career planning or job search. Please visit our page dedicated to Veterans with links vetted by our professional staff.

Women
Job Boards and Organizations

Advancing Women - Career center and job board for women in STEM and C-suite positions
Women’s Business Development Center - Provides programs and services to support and accelerate women’s business ownership
Guides and Information

Prenancy/Nursing Discrimination
American Association of University Women - Resources for women related to education, workplace and economic equity, and leadership
Internal Resources

LUC's Women in Business - Provides a strong network to explore professional, academic, and career mentoring activities
LUC's Womxn in Leadership - Empowers and connects leaders within the Loyola community and the greater Chicago area"
30,1,Loyola University Chicago,0,null,Exploring and planning intentionally for career + life (univ 102 epic life),https://www.luc.edu/career/exploration/programsandclasses/exploringandplanningintentionallyforcareerlifeuniv102epiclife/,"Sept 6, 2046","August 4, 2025",,"career_exploration, career_planning, life_planning","Exploring and Planning Intentionally for Career + Life (Univ 102 Epic Life)
Thinking of changing your major? Undecided? Do you love your classes but feel unsure of how your major will translate into a career? This 1-credit class will help you assess your skills, aptitudes, interests, and motivational and personality preferences, then critically research applicable career paths. It is ideal for 1st/2nd year students. You'll leave with new ideas, valuable tools, and a personal action plan.

According to 2021 course evaluations, here are some student comments about UNIV 102:

""This class has really helped me learn about my interest, values, skills, and has shown me how I can apply them to find a field of work that would fit for me.""
""It was really engaging with all the assessments we took and the different aspects of careers we talked about.""
""Overall, I feel much more prepared to enter adulthood knowing that I have a plan and that wouldn’t have been easily achieved without this class."" 
""Not only did the assessments help my decision making, but it also helped my motivation.""
""I truly loved coming to this class, and I learned a lot of valuable information that will help me in the future!""
The UNIV 102 schedule is available in LOCUS."
31,1,Loyola University Chicago,0,null,Career and life planning seminar (univ 224),https://www.luc.edu/career/exploration/programsandclasses/careerlifeplanningseminaruniv224/,"Sept 6, 2047","August 5, 2025",,"career_exploration, career_planning, life_planning","Career & Life Planning Seminar (UNIV 224)
UNIV 224

""I initially enrolled in the UNIV 224 course my second semester senior year as a blowoff/ 'easy A' class. This class ended up helping me in ways I didn't realize I needed help in! Tips and feedback on professional sites, cover letters and resumes, and even interviews made getting a job less than 2 months out of college a piece of cake. I highly recommend this course, as I don't think I would've landed the full time position I did without the skills this class gave me."" - Dee Napathalung, LUC Alum

Career and Life Planning Seminar is a 3.0-credit, semester long introduction to career-development perspectives, tools, and strategies. This course will help you clarify career identity and appropriate pathways, develop effective application materials, networking and job/internship search skills, as well as plan for next steps after LUC. It is recommended for 3rd/4th year students.

As a participant in this class, you will:

Integrate information gathered about the world of work with your self-assessment results
Conduct and present an in-depth investigation of an career path of your choice
Develop a resume and cover letter, as well as other crucial internship and job search strategies
Learn about post-graduate life changes, salary negotiation, budgeting, etc. 
According to course evaluations, here are some student comments about Univ 224:

""This class was by far the most beneficial class I have taken at Loyola thus far. I learned extremely helpful career skills such as how to write a resume and cover letter, how to navigate the job search process, and how to explore career options. I would highly recommend this course to all students.""
""Instrumental in helping me to understand what I want to do and how I can get there.""
""The material that was taught will definitely help me for years to come.""
""The information was greatly relevant as to what students should learn about life planning and career development""
Check LOCUS for this semester's sessions."
32,1,Loyola University Chicago,0,null,Gap year,https://www.luc.edu/career/exploration/consideringgraduateeducation/gapyear/,"Sept 6, 2048","August 6, 2025",,gap_year,"Gap Year
Trying new things and meeting new people can expand your horizons and give you new perspectives on your personal strengths, interests, and skills. Most organizations value applicants who have significant experience outside of the classroom, and the perspective that comes from living outside the supports of college life. 

If you are having difficulty securing full-time work, volunteer or internship experiences can help you continue to build skills, as well as your professional network. Developing or improving on these valuable transferable skills is a 'positive' to most employers. A recent graduate who makes the most of their gap year experience appears motivated and resourceful, so give it a try!"
33,1,Loyola University Chicago,0,null,Making the graduate school decision,https://www.luc.edu/career/exploration/consideringgraduateeducation/makingthegraduateschooldecision/,"Sept 6, 2049","August 7, 2025",,"graduate_school, career_exploration","Making the Graduate School Decision
Considering Grad School
Why Am I Considering Graduate School?
If you are avoiding making life-career decisions or considering grad school because you don't know any other options, or you are feeling external pressure, these are not good reasons to apply. If you are clear enough in your own career interests to go directly to grad school, you know the field and day-to-day life of the career, then you are in a good position to apply. 

Is graduate school the right choice for me right now?
Timing matters. Ask yourself:

Do I need a break from the lifestyle of a student?

Do I know exactly what I want to study?

Am I ready to enter a program of study that will take me two or more years to complete?

Have I researched my chosen career to determine the optimum timing for graduate school (i.e. Does an advanced degree in my field require a pre-requisite number of years of work experience?)

Is graduate school the right choice given my career goals?
Important questions to ask yourself, include: Does my chosen field require an advanced degree? Do I know that it makes me more marketablein the future? Are there alternative routes to my career goals? Will a higher degree really affect my salary in my chosen field? Could I qualify for a position in my field without an advanced degree? A useful way to address these questions is through informational interviewing. 

 

How will I navigate the logistics of graduate school?
Consider the commitments: 

Extensive, rigorous, independent academic work
Finances needed to pay for tuition, room and board, etc
Ability to live on a limited budget
Full-time or part-time programs should be analyzed based on your financial and lifestyle preferences. For instance, many part-time programs allow you to work a full-time job and attend classes in the evenings or weekends
The decision to attend graduate school is a commitment to the idea after extensive self-exploration and research. The following is a list of several questions you may want to ask yourself. "
34,1,Loyola University Chicago,0,null,Credential files,https://www.luc.edu/career/exploration/consideringgraduateeducation/credentialfiles/,"Sept 6, 2050","August 8, 2025",,"graduate_school, credential_files, academic_career, pre_medicine, pre_med, phd_students","Credential Files
The Loyola Career Development Center recommends online credential services through Interfolio, Inc., a web-based credential file management system. Interfolio is an economical and convenient way for Ph.D. candidates to send academic credentials to a search committee, undergraduates to send application materials to graduate and professional schools, or teaching candidates to apply for a teaching positions in higher education.

Letters of Recommendation—Students and Alumni
Resources for Faculty and Other Recommendation Writers
Transcript Request from Loyola Registration & Records
Basics of Credential Files
What is a credential file?
A credential file, also called a dossier or placement file, is a professional file that stores information for your application for employment or graduate school admission. It contains non-specifically address letters of recommendation along with other documents such as your curriculum vitae or resume, writing samples, dissertation abstract, student teaching evaluations, transcripts, philosophy of teaching, proposed research, certifications, and other evidence of skills, abilities or qualifications.

Why create a credential file?
Credential files provide a professional, convenient, dependable system to aid in the job application process. It is a way to organize and send your information to potential employers. It also eliminates the time-consuming process of continuously compiling the necessary documents for various applications. Finally, it allows your information to reach the employer in one complete package.

Who should create a credential file?
a PhD or PhD candidate to send academic credentials to a search committee
a premed student applying to medical schools
an undergraduate to send application materials to certain graduate and professional schools
a teacher to apply to a teaching position in higher education
Questions and More Information
Visit the Interfolio Online Help Desk and click the support button located on the upper right hand corner.
Interfolio also offers one business day turnaround on voicemail (877.997.8807) and email questions (help@Interfolio.com).
Chronicle of Higher Education Articles:
Just What Is a Dossier?"
35,1,Loyola University Chicago,0,null,Undergraduate admissions,https://www.luc.edu/undergrad/,"Sept 6, 2051","August 9, 2025",,"undergraduate_admissions, explore_majors","Loyola University Chicago
Welcome to Loyola
Apply
Come Visit
Request Info

Loyola is Chicago’s Jesuit university, which means that education here goes beyond just books. It's a place where you grow, learn, and experience the most transformative years of your life in one of the most exciting cities in the world.

80+
Majors
1 in 3
Students study abroad
100%
of students engage in hands-on learning
Do we have your major?
Search for a Major or Minor program

Filter by School/College

Filter by Field
Submit
Still unsure?
Take the Major Quiz
Big city or classic campus?
Here, you get both vibes at once!

Take A Virtual Tour

An aerial vantage point of the Lake shore campus of Loyola University Chicago on a crisp sunny day.
Lake Shore Campus
A traditional campus with stunning lake views and wide green spaces

Learn more about Lake Shore Campus
Loyola University Chicago's Water Tower campus buildings rise against a blue sky.
Water Tower Campus
A city campus in the heart of downtown Chicago

Learn more about Water Tower Campus
Chicago Skyline from a northern vantage point. The sky is clear and the lake is still.
We’re in the best city in the world
Great food. Lively neighborhoods. Endless opportunity.
Chicago is the perfect place to launch the rest of your life.

LEARN MORE ABOUT LOYOLA AND CHICAGO

Why Loyola?
A Loyola University Chicago John Felice Rome Center professor teaches a group of students at an open plaza in Rome.
You’ll explore the globe.
A third of our students study abroad, many of whom are at our campus in Rome.

Learn more about study abroad
A group of Loyola University Chicago students take a lively selfie at Wrigley Field during a Chicago Cubs event.
You’ll find your people.
With over 200 student clubs and organizations, you’re sure to find your place here.

Learn more about student life
A Loyola University Chicago professor works alongside a student in the field gather research material.
You’ll learn with purpose.
A Jesuit education doesn’t stop at learning. We’ll teach you how to make a difference.

Learn more about Jesuit Education
A Loyola University Chicago professor advises a student during film class.
You'll get excellent value.
Generous scholarship and aid offerings ensure that a high-quality education is accessible to all.

Learn more about value
Ready to join us?
Apply
Visit Campus
Explore Majors"
